station_id,name,brand,region,sido,sigungu,addr,is_self,quality_cert,reports_price,tel,lat,lng,match,matched_addr
A0007220,만당대경주유소,GS칼텍스,경기 용인시,경기,용인시,경기 용인시 수지구 신수로 777,1,0,0,031-896-5151,,,fail,
A0008624,교하셀프주유소,HD현대오일뱅크,경기 파주시,경기,파주시,경기 파주시 교하읍 교하로 926,1,0,0,031-946-5301,,,fail,
A0008986,대동에너지주유소,HD현대오일뱅크,경기 화성시,경기,화성시,경기 화성시 만세구 양감면 은행나무로 442,1,0,0,031-354-9928,,,fail,
A0010402,대형주유소,SK에너지,강원 춘천시,강원,춘천시,강원 춘천시 경춘로 2155,0,0,0,033-262-5101,,,fail,
A0010627,장호주유소,SK에너지,강원 삼척시,강원,삼척시,강원 삼척시 근덕면 삼척로 2158,0,0,0,033-573-0485,,,fail,
A0011026,신평주유소,S-OIL,강원 원주시,강원,원주시,강원 원주시 호저면 신무로 12,1,0,0,033-734-4488,,,fail,
A0011622,거진OK주유소,GS칼텍스,강원 고성군,강원,고성군,강원 고성군 거진읍 거탄진로 0,0,0,0,033-681-7700,,,fail,
A0012674,동부주유소,S-OIL,충북 옥천군,충북,옥천군,충북 옥천군 옥천읍 성왕로 1409,0,0,0,043-733-5012,,,fail,
A0012779,보배주유소,HD현대오일뱅크,경남 김해시,경남,김해시,경남 김해시 반룡로 66,0,0,0,055-312-0397,,,fail,
A0012800,중앙주유소,SK에너지,충북 음성군,충북,음성군,충북 음성군 생극면 음성로 1528,0,0,0,043-877-2255,,,fail,
A0013284,대성주유소,GS칼텍스,충북 제천시,충북,제천시,충북 제천시 동명로 78,0,0,0,043-648-6480,,,fail,
A0013381,제일주유소,HD현대오일뱅크,충북 제천시,충북,제천시,충북 제천시 내토로 722 (교동),1,0,1,043-651-0173,,,fail,
A0013962,삼삼주유소,S-OIL,충남 금산군,충남,금산군,충남 금산군 금성면 금산로 1578,1,0,0,041-753-4058,,,fail,
A0014435,동현주유소,알뜰주유소,충남 공주시,충남,공주시,충남 공주시 장기면 차령로 1851,1,1,1,041-858-5188,,,fail,
A0014658,명품셀프주유소,SK에너지,충남 논산시,충남,논산시,충남 논산시 계백로 896,1,0,0,041-733-5152,,,fail,
A0014840,계룡대셀프주유소,SK에너지,충남 계룡시,충남,계룡시,충남 계룡시 신도안면 계룡대로 663,1,0,0,054-474-8725,,,fail,
A0015083,구항농협주유소,NH-OIL,충남 홍성군,충남,홍성군,충남 홍성군 구항면 구항길 67,0,0,1,041-634-5336,,,fail,
A0015573,병천주유소,HD현대오일뱅크,충남 천안시,충남,천안시,충남 천안시 동남구 목천읍 충절로 1758,1,0,0,041-564-1105,,,fail,
A0015617,호서대주유소,SK에너지,충남 아산시,충남,아산시,충남 아산시 배방읍 온천대로 2236,1,0,1,041-532-5189,,,fail,
A0016379,합동주유소,SK에너지,충남 보령시,충남,보령시,충남 보령시 주교면 울개길 490,0,0,0,041-933-0333,,,fail,
A0017385,㈜신화에너지 번개1셀프주유소,HD현대오일뱅크,충북 청주시,충북,청주시,충북 청주시 상당구 제1순환로 1202-2 (방서동),1,0,1,043-287-0112,,,fail,
A0017494,공항주유소,SK에너지,전북 군산시,전북,군산시,전북 군산시 옥서면 선연길 8,0,0,0,063-471-5328,,,fail,
A0017667,(유)한결,GS칼텍스,전북 군산시,전북,군산시,전라 군산시 외항로 163,0,0,0,063-465-6464,,,fail,
A0018737,주천삼거리 주유소,SK에너지,전북 정읍시,전북,정읍시,전북 정읍시 소성로 639,1,0,0,063-532-5151,,,fail,
A0018751,한나래주유소,SK에너지,전북 정읍시,전북,정읍시,전북 정읍시 감곡면 봉황로 8,0,0,0,063-571-8822,,,fail,
A0018852,상동주유소,S-OIL,전북 정읍시,전북,정읍시,전북 정읍시 중앙로 239 (상동),1,0,0,063-536-5185,,,fail,
A0018965,신림주유소,GS칼텍스,전북 고창군,전북,고창군,전북 고창군 고창읍 고인돌대로 2222,1,0,0,063-562-2336,,,fail,
A0019206,우리주유소,SK에너지,전북 남원시,전북,남원시,전북 남원시 충정로 245 (월락동),0,0,0,063-635-5200,,,fail,
A0020020,수북농업협동조합,NH-OIL,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 담양읍 추성1로 749,0,0,1,061-383-3680,,,fail,
A0020422,태양주유소,SK에너지,전남광주 영광군,전남광주,영광군,전남광주통합특별시 영광군 영광읍 옥당로279,0,0,0,061-353-0855,,,fail,
A0020464,황금주유소,S-OIL,전남광주 신안군,전남광주,신안군,전남광주통합특별시 신안군 지도읍 봉리길 5,0,0,0,061-275-0990,,,fail,
A0020978,북신안농협주유소,NH-OIL,전남광주 신안군,전남광주,신안군,전남광주통합특별시 신안군 증도면 증도길 389,0,0,1,061-271-0273,,,fail,
A0021378,나로도주유소,GS칼텍스,전남광주 고흥군,전남광주,고흥군,전남광주통합특별시 고흥군 봉래면 신금길 3109,0,0,0,061-832-3950,,,fail,
A0021623,화원농협주유소,NH-OIL,전남광주 해남군,전남광주,해남군,전남광주통합특별시 해남군 화원면 관광레저로 1249,0,0,1,061-534-8980,,,fail,
A0021778,인월주유소,S-OIL,전남광주 순천시,전남광주,순천시,전남광주통합특별시 순천시 별량면 녹색로 1199,0,0,1,061-741-5111,,,fail,
A0021823,대지주유소,HD현대오일뱅크,전남광주 순천시,전남광주,순천시,전남광주통합특별시 순천시 서면 매천로 381,0,0,0,061-755-5368,,,fail,
A0022212,위즈코프㈜ 주암(순천)주유소,알뜰(ex),전남광주 순천시,전남광주,순천시,전남광주통합특별시 순천시 주암면 호남고속도로 29,1,0,1,061-754-4985,,,fail,
A0022652,남양주유소,GS칼텍스,전북 전주시,전북,전주시,전북 전주시 덕진구  반룡2길 8 (팔복동2가),0,0,0,063-211-4169,,,fail,
A0023280,공단주유소,GS칼텍스,경북 구미시,경북,구미시,경북 구미시 수출대로 106,0,0,0,054-463-3335,,,fail,
A0025731,호남주유소,GS칼텍스,경북 영주시,경북,영주시,경북 영주시 구성로 296 6 (휴천동),1,0,0,054-000-0000,,,fail,
A0025991,상모제일셀프주유소,SK에너지,경북 구미시,경북,구미시,경북 구미시 박정희로 164 (사곡동),1,0,0,054-464-8080,,,fail,
A0026399,예스구미주유소,SK에너지,경북 구미시,경북,구미시,경북 구미시 비산로 121 (공단동),1,0,1,054-462-1002,,,fail,
A0026669,대동주유소,SK에너지,대구 달성군,대구,달성군,대구 달성군 현풍면 과학북로 388,1,0,0,053-614-1240,,,fail,
A0027041,남항주유소,SK에너지,부산 영도구,부산,영도구,부산 영도구 남항서로 96(남항동2가),0,0,0,051-416-0904,,,fail,
A0028381,희승주유소,GS칼텍스,경남 함안군,경남,함안군,경남 함안군 군북면 장백로 386,1,1,1,055-582-8881,,,fail,
A0028492,조은에너지(주),HD현대오일뱅크,경남 함안군,경남,함안군,경남 함안군 산인면 함마대로 2348,1,0,0,055-582-1192,,,fail,
A0028690,남광석유직영용호주유소,SK에너지,경남 창원시,경남,창원시,경남 창원시 의창구  용지로 245,0,0,0,055-267-7388,,,fail,
A0029082,(주)티엔에프하이웨이주유소/충전소,GS칼텍스,경남 밀양시,경남,밀양시,경남 밀양시 산내면 밀양대로 4127,1,0,0,055-351-0685,,,fail,
A0029098,대양석유(주)남울산주유소,SK에너지,울산 남구,울산,남구,울산 남구 꽃대나리로 105 (삼산동),1,0,1,052-261-4337,,,fail,
A0029855,성일주유소,HD현대오일뱅크,경남 사천시,경남,사천시,경남 사천시 축동면 서삼로 1468,1,0,0,055-855-6612,,,fail,
A0029967,남북주유소,S-OIL,경남 산청군,경남,산청군,경남 산청군 시천면 지리산대로 3825,1,0,0,055-973-5189,,,fail,
A0030068,대원주유소,HD현대오일뱅크,경남 산청군,경남,산청군,경남 산청군 삼장면 평촌유평로 4,0,0,0,055-972-8200,,,fail,
A0030271,삼랑진농협주유소,NH-OIL,경남 밀양시,경남,밀양시,경남 밀양시 삼랑진읍 삼랑진로 186,0,0,1,055-352-5152,,,fail,
A0030575,태양셀프주유소,HD현대오일뱅크,경남 김해시,경남,김해시,경남 김해시 전하로 224 (전하동),1,0,1,055-332-5155,,,fail,
A0030721,광신석유(주)직영 김해대로주유소,SK에너지,경남 김해시,경남,김해시,경남 김해시 김해대로 1816,1,0,0,055-339-2245,,,fail,
A0031256,금융단지주유소,HD현대오일뱅크,부산 남구,부산,남구,부산 남구 황령대로98번길 75 (문현동),0,0,0,051-633-5117,,,fail,
A0031709,서안오토모티브(주) 효문지점 직영주유소,HD현대오일뱅크,울산 북구,울산,북구,울산 북구 공단길 20-4,0,0,0,052-287-3721,,,fail,
A0031735,솔례주유소,S-OIL,대구 달성군,대구,달성군,대구 달성군 현풍면 과학북로 380,0,0,0,053-611-5155,,,fail,
A0033097,대양석유㈜ SK행복주유소,SK에너지,세종시,세종시,세종시,세종특별자치시 연기면 정안세종로 1573,1,0,1,044-863-2882,,,fail,
A0033182,(주)케이엘페트로 남양주별내주유소/충전소,HD현대오일뱅크,경기 남양주시,경기,남양주시,경기 남양주시 별내면 구리포천고속도로 14,0,0,1,031-523-3378,,,fail,
A0033183,(주)케이엘페트로 의정부주유소/충전소,HD현대오일뱅크,경기 의정부시,경기,의정부시,경기도 의정부시 구리포천고속도로 19(산곡동),0,0,1,031-928-4779,,,fail,
A0033348,삼척농협하장지점주유소,NH-OIL,강원 삼척시,강원,삼척시,강원 삼척시 하장면 백두대간로 2689,0,0,1,033-554-5182,,,fail,
A0033511,지에스칼텍스(주) 고덕국제도시주유소,GS칼텍스,경기 평택시,경기,평택시,경기 평택시 고덕면 고덕국제2로 54,1,0,1,031-666-5149,,,fail,
A0033662,동탄세마주유소,SK에너지,경기 오산시,경기,오산시,"경기 오산시 외삼미로 162-12, 외 1필지",1,0,1,031-8015-5828,,,fail,
A0033700,여수농협남면지점,NH-OIL,전남광주 여수시,전남광주,여수시,전남광주통합특별시 여수시 남면 내외진길 23,1,0,1,061-665-9705,,,fail,
A0033805,㈜케이알산업 포항(하)주유소,알뜰(ex),경북 포항시,경북,포항시,경북 포항시 북구 송라면 동해대로 3373,1,1,1,054-000-0000,,,fail,
